DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                WarmBoxTemp               DasTemp                   EtalonTemp                MPVPosition               OutletValve               ValveMask                 H2O                       Delta_18_16               Delta_D_H                 CH4                       n2_flag                   baseline_shift            slope_shift               residuals                 
2015-02-27                10:54:05.720              57.20423287               1372.901589               58.20423287               1425034445.720            0                         963                       4.9960231171E+001         8.0000328064E+001         4.4999259949E+001         4.4437500000E+001         4.4972373962E+001         0.0000000000E+000         2.7475999857E+004         4.0000000000E+000         1.9915214759E+004         -3.2681591283E+001        -1.5557158034E+002        2.3745065607E+000         0.0000000000E+000         1.0739808922E+002         4.0129445847E+001         2.7778761557E+000         
2015-02-27                10:54:06.572              57.20424274               1372.901826               58.20424274               1425034446.573            0                         963                       4.9975302200E+001         8.0000328064E+001         4.4999259949E+001         4.4456250000E+001         4.4972373962E+001         0.0000000000E+000         2.7469815872E+004         4.0000000000E+000         1.9925884632E+004         -3.2954520190E+001        -1.5588594377E+002        3.3393316365E+000         0.0000000000E+000         1.0631512896E+002         3.9447686970E+001         2.7892204927E+000         
2015-02-27                10:54:07.436              57.20425273               1372.902066               58.20425273               1425034447.436            0                         963                       4.9944930954E+001         8.0000328064E+001         4.4999259949E+001         4.4487916667E+001         4.4972373962E+001         0.0000000000E+000         2.7441614154E+004         4.0000000000E+000         1.9919928136E+004         -3.3142591186E+001        -1.5617772543E+002        3.2434245017E-001         0.0000000000E+000         1.0860265393E+002         3.9748520220E+001         2.6817566473E+000         
2015-02-27                10:54:08.290              57.20426263               1372.902303               58.20426263               1425034448.291            0                         963                       4.9945971171E+001         8.0000328064E+001         4.4999259949E+001         4.4447916667E+001         4.4972373962E+001         0.0000000000E+000         2.7417695313E+004         4.0000000000E+000         1.9925187271E+004         -3.3064217073E+001        -1.5569606629E+002        7.9680490901E-001         0.0000000000E+000         1.0695695110E+002         4.1919644947E+001         2.6619249269E+000         
2015-02-27                10:54:09.150              57.20427257               1372.902542               58.20427257               1425034449.150            0                         963                       4.9935771942E+001         8.0000328064E+001         4.4999259949E+001         4.4437500000E+001         4.4972373962E+001         0.0000000000E+000         2.7385425781E+004         4.0000000000E+000         1.9927155512E+004         -3.3056456676E+001        -1.5689690057E+002        2.0220436542E+000         0.0000000000E+000         1.0827617769E+002         3.8635755003E+001         2.5993225761E+000         
2015-02-27                10:54:10.003              57.20428245               1372.902779               58.20428245               1425034450.004            0                         963                       4.9963583628E+001         8.0000996399E+001         4.4999259949E+001         4.4450833333E+001         4.4972314555E+001         0.0000000000E+000         2.7392278503E+004         4.0000000000E+000         1.9931993407E+004         -3.3201294279E+001        -1.5514558808E+002        1.4476458889E+000         0.0000000000E+000         1.0954115579E+002         3.5342358854E+001         2.5860493124E+000         
2015-02-27                10:54:10.861              57.20429238               1372.903017               58.20429238               1425034450.862            0                         963                       4.9964096273E+001         8.0001701355E+001         4.4999259949E+001         4.4500000000E+001         4.4972251892E+001         0.0000000000E+000         2.7379276849E+004         4.0000000000E+000         1.9931523569E+004         -3.2900761211E+001        -1.5552287131E+002        1.0949705586E+000         0.0000000000E+000         1.0814783827E+002         4.0112953990E+001         2.6179020620E+000         
2015-02-27                10:54:11.716              57.20430227               1372.903254               58.20430227               1425034451.716            0                         963                       4.9961540858E+001         8.0001701355E+001         4.4999259949E+001         4.4500000000E+001         4.4972251892E+001         0.0000000000E+000         2.7359903451E+004         4.0000000000E+000         1.9928569390E+004         -3.2968847344E+001        -1.5602546388E+002        2.0884842356E+000         0.0000000000E+000         1.0739391556E+002         4.0463865504E+001         2.7759920932E+000         
2015-02-27                10:54:12.569              57.20431215               1372.903492               58.20431215               1425034452.570            0                         963                       4.9959693298E+001         8.0001701355E+001         4.4999259949E+001         4.4500000000E+001         4.4972251892E+001         0.0000000000E+000         2.7344042695E+004         4.0000000000E+000         1.9929928799E+004         -3.2962662306E+001        -1.5508457072E+002        2.6500136867E-001         0.0000000000E+000         1.0842499717E+002         4.0480733617E+001         2.6121036102E+000         
2015-02-27                10:54:13.424              57.20432205               1372.903729               58.20432205               1425034453.425            0                         963                       4.9940162455E+001         8.0001701355E+001         4.4999259949E+001         4.4500000000E+001         4.4972251892E+001         0.0000000000E+000         2.7311765052E+004         4.0000000000E+000         1.9933352348E+004         -3.3369464622E+001        -1.5573961248E+002        1.7784773210E+000         0.0000000000E+000         1.0743123431E+002         3.9813950492E+001         2.7272152816E+000         
