DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                WarmBoxTemp               DasTemp                   EtalonTemp                MPVPosition               OutletValve               ValveMask                 H2O                       Delta_18_16               Delta_D_H                 CH4                       n2_flag                   baseline_shift            slope_shift               residuals                 
2015-02-27                21:55:17.930              57.66340198               1383.921647               58.66340198               1425074117.931            0                         963                       4.9941665344E+001         7.9997428894E+001         4.5000511169E+001         4.4250000000E+001         4.4973655701E+001         0.0000000000E+000         2.8390718216E+004         4.0000000000E+000         1.9752897750E+004         -3.4550668924E+001        -1.6283668188E+002        3.5574163127E+000         0.0000000000E+000         1.0755914805E+002         3.3936411729E+001         2.7351788038E+000         
2015-02-27                21:55:18.785              57.66341186               1383.921885               58.66341186               1425074118.785            0                         963                       4.9954847895E+001         7.9997428894E+001         4.5000511169E+001         4.4250000000E+001         4.4973655701E+001         0.0000000000E+000         2.8375566693E+004         4.0000000000E+000         1.9761478409E+004         -3.4634059226E+001        -1.6187310086E+002        6.7511615500E-001         0.0000000000E+000         1.0963527869E+002         3.5838681418E+001         2.4985150883E+000         
2015-02-27                21:55:19.642              57.66342179               1383.922123               58.66342179               1425074119.643            0                         963                       4.9971506449E+001         7.9997422587E+001         4.5000510152E+001         4.4250000000E+001         4.4973669128E+001         0.0000000000E+000         2.8371119687E+004         4.0000000000E+000         1.9763680820E+004         -3.4309604060E+001        -1.6142294632E+002        2.2053982652E+000         0.0000000000E+000         1.0722296161E+002         3.7673339447E+001         2.5336510239E+000         
2015-02-27                21:55:20.496              57.66343168               1383.922360               58.66343168               1425074120.497            0                         963                       4.9967552465E+001         7.9996482849E+001         4.5000358582E+001         4.4250000000E+001         4.4973716736E+001         0.0000000000E+000         2.8353912943E+004         4.0000000000E+000         1.9769893694E+004         -3.4958853484E+001        -1.6196551041E+002        -1.0306002756E-001        0.0000000000E+000         1.0772309769E+002         4.0324492461E+001         2.4951327395E+000         
2015-02-27                21:55:21.349              57.66344155               1383.922597               58.66344155               1425074121.350            0                         963                       4.9933916982E+001         7.9996482849E+001         4.5000358582E+001         4.4250000000E+001         4.4973716736E+001         0.0000000000E+000         2.8313801484E+004         4.0000000000E+000         1.9765268424E+004         -3.4286217850E+001        -1.6199659514E+002        8.1282596142E-001         0.0000000000E+000         1.0812827701E+002         3.7866363052E+001         2.6324670745E+000         
2015-02-27                21:55:22.203              57.66345144               1383.922834               58.66345144               1425074122.204            0                         963                       4.9949884567E+001         7.9996482849E+001         4.5000358582E+001         4.4250000000E+001         4.4973716736E+001         0.0000000000E+000         2.8294454896E+004         4.0000000000E+000         1.9781259153E+004         -3.4253726390E+001        -1.6271287491E+002        -2.1757573558E-002        0.0000000000E+000         1.0792614261E+002         4.2611932032E+001         2.5991697366E+000         
2015-02-27                21:55:23.063              57.66346139               1383.923073               58.66346139               1425074123.064            0                         963                       4.9939634527E+001         7.9996482849E+001         4.5000358582E+001         4.4250000000E+001         4.4973716736E+001         0.0000000000E+000         2.8261347721E+004         4.0000000000E+000         1.9791534100E+004         -3.4211879972E+001        -1.6158920703E+002        2.0239405615E+000         0.0000000000E+000         1.0672366133E+002         4.1717633375E+001         2.6633857148E+000         
2015-02-27                21:55:23.927              57.66347139               1383.923313               58.66347139               1425074123.928            0                         963                       4.9952296499E+001         7.9996482849E+001         4.5000358582E+001         4.4250000000E+001         4.4973716736E+001         0.0000000000E+000         2.8250675443E+004         4.0000000000E+000         1.9799890805E+004         -3.4190675092E+001        -1.6269849805E+002        1.6381518569E+000         0.0000000000E+000         1.0742182766E+002         4.0897375439E+001         2.6157378966E+000         
2015-02-27                21:55:24.786              57.66348133               1383.923552               58.66348133               1425074124.787            0                         963                       4.9948900299E+001         7.9996470846E+001         4.5000394592E+001         4.4250000000E+001         4.4973656718E+001         0.0000000000E+000         2.8225717070E+004         4.0000000000E+000         1.9801903912E+004         -3.4090898344E+001        -1.6197821536E+002        -2.5559318529E+000        0.0000000000E+000         1.1006326471E+002         4.0337251689E+001         2.5319352052E+000         
2015-02-27                21:55:25.651              57.66349134               1383.923792               58.66349134               1425074125.652            0                         963                       4.9959731979E+001         7.9996452332E+001         4.5000450134E+001         4.4250000000E+001         4.4973564148E+001         0.0000000000E+000         2.8211963867E+004         4.0000000000E+000         1.9814807292E+004         -3.4549495919E+001        -1.6163245209E+002        3.8946345876E-001         0.0000000000E+000         1.0812101614E+002         3.9870569469E+001         2.5360184003E+000         
2015-02-27                21:55:26.510              57.66350128               1383.924031               58.66350128               1425074126.511            0                         963                       4.9962005107E+001         7.9996452332E+001         4.5000450134E+001         4.4250000000E+001         4.4973564148E+001         0.0000000000E+000         2.8197000990E+004         4.0000000000E+000         1.9815753875E+004         -3.4287965440E+001        -1.6124237050E+002        2.6565477407E+000         0.0000000000E+000         1.0679148395E+002         3.8839615810E+001         2.7348254994E+000         
2015-02-27                21:55:27.364              57.66351116               1383.924268               58.66351116               1425074127.364            0                         963                       4.9960790990E+001         7.9996452332E+001         4.5000450134E+001         4.4250000000E+001         4.4973564148E+001         0.0000000000E+000         2.8177749010E+004         4.0000000000E+000         1.9814345595E+004         -3.4572933387E+001        -1.6220666068E+002        7.2953071788E-001         0.0000000000E+000         1.0917087167E+002         3.7321152684E+001         2.6411639566E+000         
2015-02-27                21:55:28.217              57.66352104               1383.924505               58.66352104               1425074128.218            0                         963                       4.9955077209E+001         7.9996452332E+001         4.5000450134E+001         4.4250000000E+001         4.4973564148E+001         0.0000000000E+000         2.8157870469E+004         4.0000000000E+000         1.9819911991E+004         -3.4294001342E+001        -1.6208146037E+002        1.6937620627E+000         0.0000000000E+000         1.0656333386E+002         4.0505676994E+001         2.7506330250E+000         
2015-02-27                21:55:29.076              57.66353098               1383.924744               58.66353098               1425074129.077            0                         963                       4.9970846863E+001         7.9996452332E+001         4.5000450134E+001         4.4250000000E+001         4.4973564148E+001         0.0000000000E+000         2.8143358464E+004         4.0000000000E+000         1.9820781089E+004         -3.4477405928E+001        -1.6166070316E+002        -3.1823143543E-001        0.0000000000E+000         1.0751365251E+002         4.1947739197E+001         2.5933444768E+000         
2015-02-27                21:55:29.930              57.66354086               1383.924981               58.66354086               1425074129.930            0                         963                       4.9965846100E+001         7.9996859639E+001         4.5000324809E+001         4.4250000000E+001         4.4973658142E+001         0.0000000000E+000         2.8124714805E+004         4.0000000000E+000         1.9822700189E+004         -3.4761292437E+001        -1.6211679635E+002        2.4987288758E+000         0.0000000000E+000         1.0769900925E+002         3.6237256457E+001         2.7003541565E+000         
2015-02-27                21:55:30.788              57.66355079               1383.925219               58.66355079               1425074130.788            0                         963                       4.9946806539E+001         7.9997245789E+001         4.5000205994E+001         4.4250000000E+001         4.4973747253E+001         0.0000000000E+000         2.8092030234E+004         4.0000000000E+000         1.9826751165E+004         -3.4336609081E+001        -1.6242774728E+002        2.2178779983E+000         0.0000000000E+000         1.0837106122E+002         3.4452906858E+001         2.8999764299E+000         
2015-02-27                21:55:31.642              57.66356068               1383.925456               58.66356068               1425074131.643            0                         963                       4.9914539922E+001         7.9997245789E+001         4.5000205994E+001         4.4250000000E+001         4.4973747253E+001         0.0000000000E+000         2.8049641979E+004         4.0000000000E+000         1.9827167303E+004         -3.4384949255E+001        -1.6112125783E+002        4.9592286192E-001         0.0000000000E+000         1.0823953479E+002         3.9856325102E+001         2.4801197844E+000         
